Coefficient:  group2 group3 group4 
           GeneID   Chr     Start       End Strand Length  logFC.group2
12272   MSTRG.817 chr15  41870084  41871536      +   1453  5.204588e+00
14006   MSTRG.864 chr15  52005530  52005610      +     81  8.696998e+00
14017   MSTRG.864 chr15  52005530  52005610      +     81  8.696998e+00
7948    MSTRG.616 chr15  44162959  44166137      -   3179 -3.768967e-01
30101  MSTRG.1810 chr15  85438609  85439277      +    669 -5.118661e+00
14714   MSTRG.935 chr15  53080977  53082209      -   1233  2.608332e+00
15607  MSTRG.1005 chr15  53805938  53809951      -   4014  2.601403e+00
15610  MSTRG.1005 chr15  53805938  53809951      -   4014  2.601403e+00
15613  MSTRG.1005 chr15  53805938  53809951      -   4014  2.601403e+00
15616  MSTRG.1005 chr15  53805938  53809951      -   4014  2.601403e+00
15636  MSTRG.1005 chr15  53805938  53809951      -   4014  2.601403e+00
28472  MSTRG.1709 chr15  80467358  80467433      +     76 -2.420766e+00
28488  MSTRG.1709 chr15  80467358  80467433      +     76 -2.420766e+00
28506  MSTRG.1709 chr15  80467358  80467433      +     76 -2.420766e+00
28520  MSTRG.1709 chr15  80467358  80467433      +     76 -2.420766e+00
5997    MSTRG.450 chr15  32988715  32989298      +    584  1.299416e+01
6003    MSTRG.450 chr15  32988715  32989298      +    584  1.299416e+01
14711   MSTRG.935 chr15  53049160  53050044      -    885  1.117722e+00
14713   MSTRG.935 chr15  53049160  53050044      -    885  1.117722e+00
26041  MSTRG.1537 chr15  75044465  75044588      +    124  0.000000e+00
8329    MSTRG.645 chr15  45409564  45411563      -   2000 -9.683461e-01
8342    MSTRG.645 chr15  45409564  45411563      -   2000 -9.683461e-01
30097  MSTRG.1810 chr15  85430976  85431087      +    112 -2.159224e+00
30103  MSTRG.1810 chr15  85430976  85431087      +    112 -2.159224e+00
30118  MSTRG.1810 chr15  85430976  85431087      +    112 -2.159224e+00
30137  MSTRG.1810 chr15  85430976  85431087      +    112 -2.159224e+00
21291  MSTRG.1260 chr15  65488337  65491437      -   3101 -7.225005e+00
5995    MSTRG.450 chr15  32976761  32976870      +    110  1.178767e+01
6001    MSTRG.450 chr15  32976758  32976870      +    113  1.179321e+01
6982    MSTRG.502 chr15  37100525  37100690      +    166 -5.301047e+00
6994    MSTRG.502 chr15  37100525  37100690      +    166 -5.301047e+00
13998   MSTRG.864 chr15  51975276  51975321      +     46  1.091968e+01
14009   MSTRG.864 chr15  51975276  51975321      +     46  1.091968e+01
28524  MSTRG.1709 chr15  80478472  80478924      +    453 -2.073008e+00
20955  MSTRG.1244 chr15  65041199  65041349      -    151 -5.260070e+00
20962  MSTRG.1244 chr15  65041199  65041349      -    151 -5.260070e+00
20953  MSTRG.1244 chr15  65033372  65033441      -     70 -6.395018e+00
20960  MSTRG.1244 chr15  65033372  65033441      -     70 -6.395018e+00
30096  MSTRG.1810 chr15  85429903  85430018      +    116 -1.267531e+00
30136  MSTRG.1810 chr15  85429903  85430018      +    116 -1.267531e+00
16434  MSTRG.1052 chr15  58458872  58458998      +    127  1.753207e+00
23046  MSTRG.1368 chr15  69018182  69020144      +   1963  3.743294e+00
23058  MSTRG.1368 chr15  69018182  69020144      +   1963  3.743294e+00
23070  MSTRG.1368 chr15  69018182  69020144      +   1963  3.743294e+00
28510  MSTRG.1709 chr15  80478472  80478855      +    384 -2.073230e+00
28476  MSTRG.1709 chr15  80478472  80478739      +    268 -2.073300e+00
28492  MSTRG.1709 chr15  80478472  80478739      +    268 -2.073300e+00
32676  MSTRG.2001 chr15  91835599  91858542      +  22944  4.502884e+00
32704  MSTRG.2001 chr15  91835599  91858558      +  22960  4.502884e+00
27208  MSTRG.1590 chr15  76577978  76578079      -    102 -3.687207e+00
27219  MSTRG.1590 chr15  76577978  76578079      -    102 -3.687207e+00
27231  MSTRG.1590 chr15  76577978  76578079      -    102 -3.687207e+00
29817  MSTRG.1786 chr15  83451547  83451777      -    231 -8.474199e+00
29829  MSTRG.1786 chr15  83451547  83451777      -    231 -8.474199e+00
29843  MSTRG.1786 chr15  83451547  83451777      -    231 -8.474199e+00
27209  MSTRG.1590 chr15  76578712  76578822      -    111 -3.700739e+00
27220  MSTRG.1590 chr15  76578712  76578822      -    111 -3.700739e+00
27232  MSTRG.1590 chr15  76578712  76578822      -    111 -3.700739e+00
32690  MSTRG.2001 chr15  91835599  91850123      +  14525  4.497835e+00
32730  MSTRG.2001 chr15  91835599  91847703      +  12105  4.490045e+00
32717  MSTRG.2001 chr15  91835599  91844669      +   9071  4.498776e+00
32757  MSTRG.2001 chr15  91835599  91844539      +   8941  4.498492e+00
32771  MSTRG.2001 chr15  91835599  91844539      +   8941  4.498492e+00
32744  MSTRG.2001 chr15  91835599  91846426      +  10828  4.502424e+00
9594    MSTRG.723 chr15  43813522  43821706      +   8185  3.068100e+00
9600    MSTRG.723 chr15  43813522  43821706      +   8185  3.068100e+00
13450   MSTRG.843 chr15  42741969  42744152      -   2184 -3.467853e+00
13490   MSTRG.843 chr15  42741969  42744152      -   2184 -3.467853e+00
15889  MSTRG.1038 chr15  57896467  57896553      +     87 -8.535369e+00
15901  MSTRG.1038 chr15  57896467  57896553      +     87 -8.535369e+00
15913  MSTRG.1038 chr15  57896467  57896553      +     87 -8.535369e+00
15926  MSTRG.1038 chr15  57896467  57896553      +     87 -8.535369e+00
15939  MSTRG.1038 chr15  57896467  57896553      +     87 -8.535369e+00
15952  MSTRG.1038 chr15  57896467  57896553      +     87 -8.535369e+00
15966  MSTRG.1038 chr15  57896467  57896553      +     87 -8.535369e+00
15980  MSTRG.1038 chr15  57896467  57896553      +     87 -8.535369e+00
15995  MSTRG.1038 chr15  57896467  57896553      +     87 -8.535369e+00
16011  MSTRG.1038 chr15  57896467  57896553      +     87 -8.535369e+00
16028  MSTRG.1038 chr15  57896467  57896553      +     87 -8.535369e+00
33506  MSTRG.2124 chr15  90335391  90335558      -    168 -2.124126e+00
30130  MSTRG.1810 chr15  85478552  85478749      +    198 -2.286126e+00
30149  MSTRG.1810 chr15  85478552  85478749      +    198 -2.286126e+00
13442   MSTRG.843 chr15  42729430  42729575      -    146 -3.571648e+00
13464   MSTRG.843 chr15  42729430  42729575      -    146 -3.571648e+00
13482   MSTRG.843 chr15  42729430  42729575      -    146 -3.571648e+00
13501   MSTRG.843 chr15  42729430  42729575      -    146 -3.571648e+00
13521   MSTRG.843 chr15  42729430  42729575      -    146 -3.571648e+00
13541   MSTRG.843 chr15  42729430  42729575      -    146 -3.571648e+00
6970    MSTRG.502 chr15  37002057  37002162      +    106 -4.816431e+00
6981    MSTRG.502 chr15  37002057  37002162      +    106 -4.816431e+00
6993    MSTRG.502 chr15  37002057  37002162      +    106 -4.816431e+00
7005    MSTRG.502 chr15  37002057  37002162      +    106 -4.816431e+00
4286    MSTRG.290 chr15  29346048  29347038      +    991  7.594529e+00
4301    MSTRG.290 chr15  29346048  29347038      +    991  7.594529e+00
4315    MSTRG.290 chr15  29346048  29347038      +    991  7.594529e+00
4328    MSTRG.290 chr15  29346048  29347038      +    991  7.594529e+00
17278  MSTRG.1127 chr15  59813453  59815985      +   2533  5.758938e+00
17288  MSTRG.1127 chr15  59813453  59815979      +   2527  5.758938e+00
17303  MSTRG.1127 chr15  59813453  59815905      +   2453  5.758938e+00
17267  MSTRG.1127 chr15  59813453  59815751      +   2299  5.754182e+00
27210  MSTRG.1590 chr15  76580187  76580286      -    100 -3.356483e+00
27221  MSTRG.1590 chr15  76580187  76580286      -    100 -3.356483e+00
27233  MSTRG.1590 chr15  76580187  76580286      -    100 -3.356483e+00
13472   MSTRG.843 chr15  42749415  42749765      -    351 -6.018390e+00
29648  MSTRG.1773 chr15  85405866  85406146      +    281 -5.752001e+00
28338  MSTRG.1696 chr15  80181435  80181696      -    262 -2.079865e+00
28341  MSTRG.1696 chr15  80181435  80181696      -    262 -2.079865e+00
28344  MSTRG.1696 chr15  80181435  80181696      -    262 -2.079865e+00
28347  MSTRG.1696 chr15  80181435  80181696      -    262 -2.079865e+00
28352  MSTRG.1696 chr15  80181435  80181696      -    262 -2.079865e+00
28356  MSTRG.1696 chr15  80181435  80181696      -    262 -2.079865e+00
25892  MSTRG.1524 chr15  75310759  75310876      +    118  6.123832e+00
25899  MSTRG.1524 chr15  75310759  75310876      +    118  6.123832e+00
25907  MSTRG.1524 chr15  75310759  75310876      +    118  6.123832e+00
25915  MSTRG.1524 chr15  75310759  75310876      +    118  6.123832e+00
25923  MSTRG.1524 chr15  75310759  75310876      +    118  6.123832e+00
25931  MSTRG.1524 chr15  75310759  75310876      +    118  6.123832e+00
13436   MSTRG.843 chr15  42714115  42714186      -     72 -4.135427e+00
13458   MSTRG.843 chr15  42714115  42714186      -     72 -4.135427e+00
13476   MSTRG.843 chr15  42714115  42714186      -     72 -4.135427e+00
13495   MSTRG.843 chr15  42714115  42714186      -     72 -4.135427e+00
13515   MSTRG.843 chr15  42714115  42714186      -     72 -4.135427e+00
13535   MSTRG.843 chr15  42714115  42714186      -     72 -4.135427e+00
6966    MSTRG.502 chr15  36983886  36983965      +     80 -5.521500e+00
6977    MSTRG.502 chr15  36983886  36983965      +     80 -5.521500e+00
6989    MSTRG.502 chr15  36983886  36983965      +     80 -5.521500e+00
7001    MSTRG.502 chr15  36983886  36983965      +     80 -5.521500e+00
13441   MSTRG.843 chr15  42727582  42727716      -    135 -3.902305e+00
13463   MSTRG.843 chr15  42727582  42727716      -    135 -3.902305e+00
13481   MSTRG.843 chr15  42727582  42727716      -    135 -3.902305e+00
13500   MSTRG.843 chr15  42727582  42727716      -    135 -3.902305e+00
13520   MSTRG.843 chr15  42727582  42727716      -    135 -3.902305e+00
13540   MSTRG.843 chr15  42727582  42727716      -    135 -3.902305e+00
23638  MSTRG.1429 chr15  74027753  74032983      -   5231  1.044048e+00
23641  MSTRG.1429 chr15  74027772  74032983      -   5212  1.044048e+00
23643  MSTRG.1429 chr15  74027772  74032983      -   5212  1.044048e+00
26042  MSTRG.1537 chr15  75045525  75045611      +     87  0.000000e+00
33517  MSTRG.2124 chr15  90347120  90347233      -    114 -2.212772e+00
6965    MSTRG.502 chr15  36950034  36950106      +     73 -5.448514e+00
6976    MSTRG.502 chr15  36950034  36950106      +     73 -5.448514e+00
6988    MSTRG.502 chr15  36950034  36950106      +     73 -5.448514e+00
7000    MSTRG.502 chr15  36950034  36950106      +     73 -5.448514e+00
13997   MSTRG.864 chr15  51974714  51974766      +     53  1.075613e+01
13446   MSTRG.843 chr15  42736400  42736460      -     61 -4.326783e+00
13468   MSTRG.843 chr15  42736400  42736460      -     61 -4.326783e+00
13486   MSTRG.843 chr15  42736400  42736460      -     61 -4.326783e+00
13505   MSTRG.843 chr15  42736400  42736460      -     61 -4.326783e+00
13525   MSTRG.843 chr15  42736400  42736460      -     61 -4.326783e+00
13546   MSTRG.843 chr15  42736400  42736460      -     61 -4.326783e+00
6967    MSTRG.502 chr15  36984327  36984376      +     50 -5.508260e+00
6978    MSTRG.502 chr15  36984327  36984376      +     50 -5.508260e+00
6990    MSTRG.502 chr15  36984327  36984376      +     50 -5.508260e+00
7002    MSTRG.502 chr15  36984327  36984376      +     50 -5.508260e+00
8256    MSTRG.640 chr15  45332606  45332639      +     34  1.925916e-01
8265    MSTRG.640 chr15  45332606  45332639      +     34  1.925916e-01
25897  MSTRG.1524 chr15  75308934  75309090      +    157  5.981664e+00
25905  MSTRG.1524 chr15  75308934  75309090      +    157  5.981664e+00
25913  MSTRG.1524 chr15  75308934  75309090      +    157  5.981664e+00
25921  MSTRG.1524 chr15  75308934  75309090      +    157  5.981664e+00
25929  MSTRG.1524 chr15  75308934  75309090      +    157  5.981664e+00
28473  MSTRG.1709 chr15  80469879  80469925      +     47 -2.380396e+00
28489  MSTRG.1709 chr15  80469879  80469925      +     47 -2.380396e+00
28507  MSTRG.1709 chr15  80469879  80469925      +     47 -2.380396e+00
28521  MSTRG.1709 chr15  80469879  80469925      +     47 -2.380396e+00
5996    MSTRG.450 chr15  32983911  32983964      +     54  1.117275e+01
6002    MSTRG.450 chr15  32983911  32983964      +     54  1.117275e+01
28552  MSTRG.1717 chr15  80855429  80855580      +    152  5.072466e+00
28572  MSTRG.1717 chr15  80855429  80855580      +    152  5.072466e+00
28591  MSTRG.1717 chr15  80855429  80855580      +    152  5.072466e+00
28611  MSTRG.1717 chr15  80855429  80855580      +    152  5.072466e+00
28631  MSTRG.1717 chr15  80855429  80855580      +    152  5.072466e+00
28470  MSTRG.1709 chr15  80464491  80464590      +    100 -2.216184e+00
28486  MSTRG.1709 chr15  80464491  80464590      +    100 -2.216184e+00
28504  MSTRG.1709 chr15  80464491  80464590      +    100 -2.216184e+00
28518  MSTRG.1709 chr15  80464491  80464590      +    100 -2.216184e+00
28474  MSTRG.1709 chr15  80472466  80472567      +    102 -1.703904e+00
28490  MSTRG.1709 chr15  80472466  80472567      +    102 -1.703904e+00
28508  MSTRG.1709 chr15  80472466  80472567      +    102 -1.703904e+00
28522  MSTRG.1709 chr15  80472466  80472567      +    102 -1.703904e+00
33515  MSTRG.2124 chr15  90346673  90346738      -     66 -1.239056e+00
13448   MSTRG.843 chr15  42738787  42738856      -     70 -3.989162e+00
13470   MSTRG.843 chr15  42738787  42738856      -     70 -3.989162e+00
13488   MSTRG.843 chr15  42738787  42738856      -     70 -3.989162e+00
13507   MSTRG.843 chr15  42738787  42738856      -     70 -3.989162e+00
13527   MSTRG.843 chr15  42738787  42738856      -     70 -3.989162e+00
13548   MSTRG.843 chr15  42738787  42738856      -     70 -3.989162e+00
13437   MSTRG.843 chr15  42714699  42714818      -    120 -3.677194e+00
13459   MSTRG.843 chr15  42714699  42714818      -    120 -3.677194e+00
13477   MSTRG.843 chr15  42714699  42714818      -    120 -3.677194e+00
13496   MSTRG.843 chr15  42714699  42714818      -    120 -3.677194e+00
13516   MSTRG.843 chr15  42714699  42714818      -    120 -3.677194e+00
13536   MSTRG.843 chr15  42714699  42714818      -    120 -3.677194e+00
27211  MSTRG.1590 chr15  76584772  76584854      -     83 -3.181590e+00
27222  MSTRG.1590 chr15  76584772  76584854      -     83 -3.181590e+00
27234  MSTRG.1590 chr15  76584772  76584854      -     83 -3.181590e+00
28465  MSTRG.1709 chr15  80452098  80452219      +    122 -1.550187e+00
28481  MSTRG.1709 chr15  80452098  80452219      +    122 -1.550187e+00
28499  MSTRG.1709 chr15  80452098  80452219      +    122 -1.550187e+00
28513  MSTRG.1709 chr15  80452098  80452219      +    122 -1.550187e+00
28544  MSTRG.1717 chr15  80762559  80762772      +    214  5.664671e+00
28564  MSTRG.1717 chr15  80762559  80762772      +    214  5.664671e+00
28583  MSTRG.1717 chr15  80762559  80762772      +    214  5.664671e+00
28603  MSTRG.1717 chr15  80762559  80762772      +    214  5.664671e+00
28623  MSTRG.1717 chr15  80762559  80762772      +    214  5.664671e+00
6968    MSTRG.502 chr15  36989524  36989591      +     68 -5.412159e+00
6979    MSTRG.502 chr15  36989524  36989591      +     68 -5.412159e+00
6991    MSTRG.502 chr15  36989524  36989591      +     68 -5.412159e+00
7003    MSTRG.502 chr15  36989524  36989591      +     68 -5.412159e+00
30100  MSTRG.1810 chr15  85438171  85438354      +    184 -4.517516e+00
30106  MSTRG.1810 chr15  85438171  85438354      +    184 -4.517516e+00
30121  MSTRG.1810 chr15  85438171  85438354      +    184 -4.517516e+00
30140  MSTRG.1810 chr15  85438171  85438354      +    184 -4.517516e+00
14733   MSTRG.940 chr15  50518185  50518275      +     91  5.036280e+00
14743   MSTRG.940 chr15  50518185  50518275      +     91  5.036280e+00
27212  MSTRG.1590 chr15  76584960  76585041      -     82 -3.323979e+00
27223  MSTRG.1590 chr15  76584960  76585041      -     82 -3.323979e+00
27235  MSTRG.1590 chr15  76584960  76585041      -     82 -3.323979e+00
29042  MSTRG.1747 chr15  84286834  84287499      +    666  1.087075e+01
29051  MSTRG.1747 chr15  84286834  84287493      +    660  1.087075e+01
29060  MSTRG.1747 chr15  84286834  84287493      +    660  1.087075e+01
29070  MSTRG.1747 chr15  84286834  84287493      +    660  1.087075e+01
29082  MSTRG.1747 chr15  84286834  84287493      +    660  1.087075e+01
33516  MSTRG.2124 chr15  90346878  90347021      -    144 -1.205858e+00
6963    MSTRG.502 chr15  36937424  36937488      +     65 -5.507736e+00
6974    MSTRG.502 chr15  36937424  36937488      +     65 -5.507736e+00
6986    MSTRG.502 chr15  36937424  36937488      +     65 -5.507736e+00
6998    MSTRG.502 chr15  36937424  36937488      +     65 -5.507736e+00
13435   MSTRG.843 chr15  42713259  42713330      -     72 -4.117202e+00
13457   MSTRG.843 chr15  42713259  42713330      -     72 -4.117202e+00
13475   MSTRG.843 chr15  42713259  42713330      -     72 -4.117202e+00
13494   MSTRG.843 chr15  42713259  42713330      -     72 -4.117202e+00
13514   MSTRG.843 chr15  42713259  42713330      -     72 -4.117202e+00
13534   MSTRG.843 chr15  42713259  42713330      -     72 -4.117202e+00
23646  MSTRG.1429 chr15  74027779  74032817      -   5039  1.264955e+00
23650  MSTRG.1429 chr15  74027791  74032817      -   5027  1.264955e+00
11679   MSTRG.783 chr15  41145909  41146127      +    219  7.698733e-01
16433  MSTRG.1052 chr15  58430408  58430875      +    468  3.244094e+00
5234    MSTRG.394 chr15  32605868  32607514      -   1647  3.357610e-01
28468  MSTRG.1709 chr15  80460394  80460491      +     98 -1.865050e+00
28484  MSTRG.1709 chr15  80460394  80460491      +     98 -1.865050e+00
28502  MSTRG.1709 chr15  80460394  80460491      +     98 -1.865050e+00
28516  MSTRG.1709 chr15  80460394  80460491      +     98 -1.865050e+00
30112  MSTRG.1810 chr15  85467216  85467341      +    126 -3.617480e+00
30127  MSTRG.1810 chr15  85467216  85467341      +    126 -3.617480e+00
30146  MSTRG.1810 chr15  85467216  85467341      +    126 -3.617480e+00
