GeneID Chr Start End Strand Length logFC.group2 logFC.group3 logFC.group4 logCPM LR PValue FDR
MSTRG.1271.1 chr15 65775582 65822163 + 46582 0.3751947 -0.4743847 0.02363062 6.2282073 11.24177 0.01048785 0.01637456
MSTRG.1276.1 chr15 66025989 66026961 + 973 0.4296149 -1.333676 0.1065735 3.9653093 12.70076 0.005330517 0.008668184
MSTRG.1277.1 chr15 66051538 66052810 + 1273 -0.2200583 0.8114815 0.8894491 1.1910234 3.467972 0.3249398 0.3685588
MSTRG.1281.1 chr15 67307501 67307702 + 202 4.484233 3.64067 4.812377 0.7726227 6.53883 0.08814368 0.1147252
MSTRG.1292.1 chr15 66936006 66936209 + 204 0.2266698 2.343839 1.407246 1.2882715 11.10669 0.01116275 0.01733314
MSTRG.1294.1 chr15 67080695 67084990 + 4296 0.6854115 1.521401 1.208112 1.5708894 3.825497 0.2809343 0.3233738
MSTRG.1301.1 chr15 66579229 66579441 + 213 0.4312862 -0.3972844 -0.3622088 0.6101142 1.525957 0.6762926 0.7076362
MSTRG.1302.1 chr15 66583310 66638562 + 55253 -0.5238934 -0.6508737 -0.9001805 7.9866839 24.2843 2.178836E-05 5.055515E-05
MSTRG.1303.1 chr15 66585493 66626223 + 40731 -0.6444681 -0.7619161 -1.039566 7.836323 31.00074 8.497452E-07 2.369845E-06
MSTRG.1303.2 chr15 66585493 66626223 + 40731 -0.6444681 -0.7619161 -1.039566 7.836323 31.00074 8.497452E-07 2.369845E-06
MSTRG.1303.3 chr15 66585493 66626223 + 40731 -0.6444681 -0.7619161 -1.039566 7.836323 31.00074 8.497452E-07 2.369845E-06
MSTRG.1303.6 chr15 66586137 66626236 + 40100 -0.6485909 -0.764238 -1.044636 7.8276695 31.44836 6.839396E-07 1.948178E-06
MSTRG.1303.7 chr15 66586137 66626236 + 40100 -0.6485909 -0.764238 -1.044636 7.8276695 31.44836 6.839396E-07 1.948178E-06
MSTRG.1303.8 chr15 66586186 66626229 + 40044 -0.6485909 -0.764238 -1.044636 7.8276695 31.44836 6.839396E-07 1.948178E-06
MSTRG.1309.1 chr15 66786624 66787722 + 1099 -0.1907763 -0.04717245 -1.036283 5.257009 11.35705 0.009943863 0.01555369
MSTRG.1311.1 chr15 68299035 68299303 + 269 -0.5277968 -1.21013 0.359513 3.0314609 15.37624 0.001521786 0.002697741
MSTRG.1314.1 chr15 67495068 67496436 + 1369 1.222669 0.4688978 0.3068804 4.2174048 12.27009 0.006512959 0.01048709
MSTRG.1317.1 chr15 67609636 67672510 + 62875 0.2269798 0.3940693 0.3863026 3.8305363 1.06668 0.7851232 0.8074525
MSTRG.1318.1 chr15 67647642 67777090 + 129449 0.5117645 1.106957 0.5009977 6.4976799 11.94216 0.007583936 0.01208389
MSTRG.1318.2 chr15 67657992 67669609 + 11618 0.3174492 0.1998358 0.3817266 2.9819718 0.7492211 0.86157 0.8755226
MSTRG.1318.3 chr15 67721004 67804043 + 83040 0.4808034 0.7773864 0.481882 5.8164269 4.416859 0.2198272 0.2593933
MSTRG.1322.2 chr15 67813533 68153492 + 339960 0.1217771 -0.4199659 -0.4446653 8.4485529 10.42731 0.01526218 0.02310171
MSTRG.1323.3 chr15 67841311 68099451 + 258141 -0.2919418 -0.3183929 -0.423477 7.9013923 4.753734 0.190744 0.2283683
MSTRG.1324.1 chr15 67870068 67936721 + 66654 -0.2904479 -0.2790039 -0.2703844 7.1056524 1.452258 0.6933321 0.7228068
MSTRG.1330.2 chr15 68358369 68483791 + 125423 0.3031232 -0.4111764 0.4903427 8.3823107 15.53209 0.001414039 0.002519292
MSTRG.1336.1 chr15 68513600 68515467 + 1868 -0.108409 0.4030115 -0.1010267 4.2373699 3.171433 0.3659413 0.41113
MSTRG.1336.2 chr15 68513603 68515466 + 1864 -0.108409 0.4030115 -0.1010267 4.2373699 3.171433 0.3659413 0.41113
MSTRG.1336.3 chr15 68513603 68515466 + 1864 -0.108409 0.4030115 -0.1010267 4.2373699 3.171433 0.3659413 0.41113
MSTRG.1336.4 chr15 68514217 68515467 + 1251 -0.147499 -0.035227 -0.09023883 4.0067783 0.2189295 0.9744771 0.9776849
MSTRG.1336.5 chr15 68514217 68515467 + 1251 -0.147499 -0.035227 -0.09023883 4.0067783 0.2189295 0.9744771 0.9776849
MSTRG.1336.6 chr15 68514217 68515466 + 1250 -0.147499 -0.035227 -0.09023883 4.0067783 0.2189295 0.9744771 0.9776849
MSTRG.1336.7 chr15 68514217 68515466 + 1250 -0.147499 -0.035227 -0.09023883 4.0067783 0.2189295 0.9744771 0.9776849
MSTRG.1339.1 chr15 69570125 69603404 + 33280 -0.3924206 -0.534817 1.714473 4.6947761 45.53635 7.116513E-10 2.80908E-09
MSTRG.1340.1 chr15 69577605 69578008 + 404 -0.686335 -1.019665 0.2517786 2.5125817 7.665407 0.05345734 0.07341567
MSTRG.1345.1 chr15 69755336 69863908 + 108573 0.3189665 2.014802 0.1282732 5.3656394 49.34481 1.101589E-10 4.5948E-10
MSTRG.1346.1 chr15 69794304 69874866 + 80563 0.1977237 1.889696 -0.00219804 5.1756046 39.34267 1.468471E-08 5.028866E-08
MSTRG.1347.1 chr15 69859130 69859683 + 554 -1.243106 -1.00953 -1.416542 2.1431813 9.572706 0.02257034 0.0332554
MSTRG.1349.1 chr15 69909653 69910351 + 699 -0.09556556 0.6027186 -0.3429485 1.5363983 2.63347 0.451652 0.4954239
MSTRG.135.1 chr15 27908813 27909017 + 205 -0.2069386 0.6838654 0.2765004 2.1926371 3.521162 0.3180278 0.3610068
MSTRG.1350.1 chr15 69910847 69911169 + 323 4.549533 7.123563 3.388576 1.1833509 33.37411 2.685475E-07 8.030079E-07
MSTRG.1352.1 chr15 69913366 69914215 + 850 0.7800904 0.594806 1.284224 1.5094023 3.195106 0.3625108 0.4078127
MSTRG.1354.1 chr15 70653883 70658234 + 4352 -2.402921 -2.178464 -2.515407 4.3082942 62.37203 1.829465E-13 9.427933E-13
MSTRG.1355.1 chr15 70664412 70664720 + 309 1.194126 2.144764 1.048235 1.3529198 5.808218 0.1213229 0.1532519
MSTRG.1357.1 chr15 70662387 70662590 + 204 1.028194 0.9195843 0.6100929 1.0383888 1.249658 0.7411204 0.7673958
MSTRG.1359.1 chr15 70663012 70663397 + 386 0.7872887 0.5672755 0.08532504 1.1804307 1.998408 0.5727372 0.6105095
MSTRG.136.1 chr15 27875661 27875866 + 206 -1.016584 -3.060576 -0.1462482 1.3293306 7.30309 0.06283972 0.08477302
MSTRG.1363.1 chr15 71369952 71388486 + 18535 -1.508228 -0.0729077 -0.854271 3.7492189 14.92829 0.001878965 0.003296687
MSTRG.1370.1 chr15 69049507 69106508 + 57002 -0.4358773 -0.2626735 -0.7228723 9.0609499 11.5954 0.008905815 0.01403291
MSTRG.1372.1 chr15 69072335 69079875 + 7541 -0.2177714 0.2232292 -0.643741 7.9536362 13.60058 0.003502461 0.005921158
MSTRG.1375.1 chr15 69113711 69139028 + 25318 0.3614666 -0.9275379 -0.07601675 4.8567309 8.737149 0.03299768 0.04715376
MSTRG.1376.1 chr15 69125811 69127651 + 1841 -0.9827702 -1.236757 -1.879717 3.1976996 26.07403 9.202996E-06 2.271208E-05
MSTRG.1377.1 chr15 69140279 69148768 + 8490 -0.05138098 -0.4072533 -0.05392455 0.552233 0.1285404 0.9882051 0.989829
MSTRG.1377.2 chr15 69140298 69192037 + 51740 0.09930192 1.797627 0.3865199 4.9679514 50.48442 6.299793E-11 2.672089E-10
MSTRG.1379.1 chr15 69151248 69153096 + 1849 0.2912384 1.265855 0.5090153 4.1195676 12.54239 0.005738351 0.009310093
MSTRG.1381.1 chr15 69301511 69301712 + 202 0.06491083 -1.5578 -0.9365502 3.2283159 13.43691 0.003781015 0.006351807
MSTRG.1383.1 chr15 69452895 69489713 + 36819 0.2703886 0.9136881 0.4885009 3.9611901 4.931038 0.1769171 0.21434
MSTRG.1385.1 chr15 70913806 70914007 + 202 -1.742101 -5.029551 -0.5434014 0.5626714 8.752564 0.03276816 0.04687286
MSTRG.1391.1 chr15 71021994 71037453 + 15460 -0.07272337 0.2443315 -0.2707271 3.6385735 0.9208751 0.8203875 0.8376629
MSTRG.1392.1 chr15 71052944 71079338 + 26395 0.002620177 -0.3217473 0.2181701 3.9222684 1.88388 0.5968539 0.6327392
MSTRG.1396.2 chr15 71184782 71364631 + 179850 -2.111585 -3.487004 -2.69351 8.3630555 347.1719 6.110025E-75 2.414026E-73
MSTRG.1396.3 chr15 71184782 71364037 + 179256 -2.111561 -3.486561 -2.693071 8.3626897 346.992 6.683193E-75 2.616256E-73
MSTRG.1400.1 chr15 71176088 71232879 + 56792 1.029153 -1.177632 0.1613342 5.4282743 37.11743 4.345529E-08 1.429635E-07
MSTRG.1400.2 chr15 71205037 71208084 + 3048 -0.2545028 -0.8674683 -0.2937525 3.992765 4.900497 0.1792299 0.2164047
MSTRG.1403.1 chr15 71282038 71284929 + 2892 1.705232 0.1689537 1.976325 1.5637761 9.835008 0.02002197 0.02976785
MSTRG.1406.1 chr15 72735166 72735521 + 356 0.9223892 1.785591 1.521898 0.771072 2.667779 0.4457307 0.4900626
MSTRG.141.1 chr15 26542504 26542984 + 481 0.7638581 0.780506 1.554625 1.2423947 2.703828 0.4395771 0.4839204
MSTRG.1412.1 chr15 74264349 74271967 + 7619 0.01264488 -0.2400627 0.002792163 1.7126974 0.1383192 0.9868722 0.9887259
MSTRG.1416.1 chr15 73745054 73745327 + 274 -2.593027 -2.235137 -2.108587 2.6697943 46.69965 4.026371E-10 1.626944E-09
MSTRG.1418.1 chr15 73762015 73762238 + 224 -0.6787358 -0.3753033 -0.2986731 1.2643353 1.014284 0.7977956 0.8179226
MSTRG.142.1 chr15 26609037 26650937 + 41901 -0.1626242 -0.5197622 -0.1940694 3.0190821 0.974937 0.8073161 0.8270872
MSTRG.1422.1 chr15 73824508 73824985 + 478 -0.278441 -0.522578 -0.7388009 2.010903 2.473449 0.4801086 0.5214109
MSTRG.1424.1 chr15 73852466 73853028 + 563 0.07375358 -1.364629 -1.091698 7.7639758 22.53429 5.049299E-05 0.0001114031
MSTRG.1426.1 chr15 73862642 73884356 + 21715 1.011875 -0.4868942 -0.05626178 7.2586026 19.28034 0.0002392288 0.0004805976
MSTRG.1427.1 chr15 73897798 73963938 + 66141 1.699837 0.7845235 0.8767426 5.2020528 14.39503 0.002413908 0.004168412
MSTRG.1428.1 chr15 73976279 74006837 + 30559 -0.7616287 0.9145108 -0.2836291 7.741289 42.8139 2.695397E-09 1.00011E-08
MSTRG.1428.2 chr15 73976575 74006855 + 30281 -0.7665874 0.9145206 -0.2841311 7.74048 42.94939 2.522653E-09 9.376448E-09
MSTRG.1428.5 chr15 73976864 74006843 + 29980 -0.7695802 0.9072855 -0.288778 7.7359386 42.41522 3.275309E-09 1.205845E-08
MSTRG.1428.6 chr15 73976946 74006843 + 29898 -0.7695802 0.9072855 -0.288778 7.7359386 42.41522 3.275309E-09 1.205845E-08
MSTRG.1428.7 chr15 73983083 74006855 + 23773 -0.8141172 0.879248 -0.3012107 7.7149902 41.94921 4.112942E-09 1.494883E-08
MSTRG.143.1 chr15 26708342 26761268 + 52927 -0.1989784 0.3068962 -0.2400285 3.5937348 2.886422 0.4094701 0.4544107
MSTRG.1432.1 chr15 74286767 74346435 + 59669 -0.2550813 -0.1147371 1.226631 7.7370968 49.21022 1.176725E-10 4.898621E-10
MSTRG.1432.12 chr15 74287029 74328725 + 41697 0.0317799 0.2976196 1.54846 7.0754682 42.20648 3.62707E-09 1.32506E-08
MSTRG.1432.2 chr15 74286767 74340859 + 54093 -0.2325649 -0.0929132 1.236361 7.702536 47.3207 2.970354E-10 1.207095E-09
MSTRG.1437.1 chr15 74420466 74429148 + 8683 3.718162 -4.753077 -1.712428 5.9485005 100.0226 1.536856E-21 1.249098E-20
MSTRG.1437.2 chr15 74421515 74429143 + 7629 3.732506 -4.715988 -1.764569 5.9221086 93.26954 4.34681E-20 3.23697E-19
MSTRG.1437.3 chr15 74421616 74428901 + 7286 3.714584 -4.71595 -1.764488 5.9066082 92.87262 5.289966E-20 3.898495E-19
MSTRG.1437.7 chr15 74422665 74428897 + 6233 3.658634 -4.715621 -1.784279 5.857972 92.32799 6.92577E-20 5.060319E-19
MSTRG.1441.1 chr15 71456708 71457559 + 852 0.02952413 0.4261804 -0.2136248 9.9311759 10.13827 0.0174266 0.0262013
MSTRG.1448.1 chr15 71671783 71683657 + 11875 1.126362 0.1645833 0.6691626 2.1526641 5.357845 0.1473927 0.1821913
MSTRG.1448.2 chr15 71671784 71733949 + 62166 -0.1557417 -0.6587564 -0.4798668 3.7711086 3.933074 0.2687822 0.310055
MSTRG.1449.1 chr15 71705372 71769003 + 63632 0.6669034 2.039576 1.491652 4.5682447 21.64431 7.734632E-05 0.0001652663
MSTRG.1449.2 chr15 71708337 71769003 + 60667 0.6226378 2.038893 1.491568 4.5597487 22.40397 5.374897E-05 0.000118281
MSTRG.145.1 chr15 26991853 27102899 + 111047 1.911587 1.028702 0.5186581 5.3304469 34.71525 1.399231E-07 4.377213E-07
MSTRG.1452.1 chr15 71845666 72258502 + 412837 -1.501443 -1.980764 -1.301583 9.5501944 128.2488 1.289547E-27 1.451846E-26
MSTRG.1457.1 chr15 72061353 72135646 + 74294 -1.940661 -2.619774 -1.644643 8.9878715 199.9108 4.409957E-43 7.680525E-42
MSTRG.1457.2 chr15 72061358 72062226 + 869 -0.8436694 -0.6264722 -0.8830897 2.4574987 4.243091 0.2363829 0.27619
MSTRG.1465.1 chr15 72392692 72394858 + 2167 -0.3380686 0.1471252 -0.2528733 2.533176 1.116366 0.7731247 0.7968413
MSTRG.1465.2 chr15 72393303 72394858 + 1556 -0.5037557 -0.344684 -0.7444736 2.193933 1.72072 0.6323371 0.6658891
MSTRG.1465.3 chr15 72393500 72394858 + 1359 -0.5037557 -0.344684 -0.7444736 2.193933 1.72072 0.6323371 0.6658891
MSTRG.1465.4 chr15 72393500 72394858 + 1359 -0.5037557 -0.344684 -0.7444736 2.193933 1.72072 0.6323371 0.6658891
MSTRG.1467.1 chr15 72398972 72451079 + 52108 0.1942142 -0.7711969 -0.2014922 5.4084292 12.48472 0.005894402 0.009552378
MSTRG.1468.1 chr15 72403335 72412132 + 8798 1.111089 0.8360871 -0.01043556 2.2220252 7.854887 0.04910792 0.06791196
MSTRG.147.1 chr15 27021489 27072114 + 50626 0.2179294 1.399679 0.8213106 4.1301753 17.57639 0.0005378005 0.001025377
MSTRG.1472.1 chr15 72491424 72527656 + 36233 -0.4142876 -3.517701 -1.557675 11.308683 183.2738 1.7316E-39 2.767318E-38
MSTRG.1475.1 chr15 72629252 72689984 + 60733 -1.151279 0.09600163 -0.07533911 10.1071597 42.97209 2.494811E-09 9.281044E-09
MSTRG.1479.1 chr15 72705339 72709636 + 4298 0.1800263 0.5353398 0.2014078 2.8860375 1.170305 0.7601349 0.7855402
MSTRG.148.3 chr15 27112312 27194359 + 82048 7.285333 0.3726129 0.6025887 7.0627838 212.2621 9.446722E-46 1.901376E-44
MSTRG.1481.1 chr15 72843257 72895328 + 52072 -0.3387584 -0.1914401 -0.3551464 8.6312733 4.187182 0.2419483 0.2819977
MSTRG.1481.2 chr15 72843257 72895328 + 52072 -0.3387584 -0.1914401 -0.3551464 8.6312733 4.187182 0.2419483 0.2819977
MSTRG.1487.1 chr15 73021683 73057789 + 36107 -0.03766663 0.2490056 1.145621 8.0824486 43.35761 2.066231E-09 7.74746E-09
MSTRG.1489.1 chr15 73051302 73054512 + 3211 0.92186 1.063717 2.071661 4.5344762 29.44738 1.803461E-06 4.852062E-06
MSTRG.149.1 chr15 28580882 28582174 + 1293 -0.3243169 -3.056864 -0.7425925 2.0142742 8.258189 0.04096647 0.05753915
MSTRG.1490.2 chr15 73078871 73090523 + 11653 0.6337734 -0.9513101 0.1915455 1.7140944 4.056664 0.2554101 0.2962697
MSTRG.1490.3 chr15 73078871 73085252 + 6382 5.297928 0 4.049459 0.7659348 14.26821 0.002561905 0.004407923
MSTRG.1492.1 chr15 73099045 73099984 + 940 1.758966 1.895268 1.509913 2.3748715 7.178066 0.06643365 0.08897438
MSTRG.1496.1 chr15 73203399 73560163 + 356765 1.113447 0.4133259 0.4274514 7.504391 31.27432 7.441763E-07 2.104308E-06
MSTRG.1497.1 chr15 73344052 73597552 + 253501 1.687043 0.5536086 0.7757917 8.6441023 75.7452 2.508312E-16 1.503226E-15
MSTRG.1497.12 chr15 73344911 73597547 + 252637 1.685084 0.5502041 0.7744927 8.6422615 75.51037 2.816546E-16 1.673844E-15
MSTRG.1497.13 chr15 73344911 73597547 + 252637 1.685084 0.5502041 0.7744927 8.6422615 75.51037 2.816546E-16 1.673844E-15
MSTRG.1497.14 chr15 73368163 73597546 + 229384 1.675115 0.5326905 0.7648229 8.6303584 75.70787 2.55495E-16 1.524752E-15
MSTRG.1497.2 chr15 73344052 73597552 + 253501 1.687043 0.5536086 0.7757917 8.6441023 75.7452 2.508312E-16 1.503226E-15
MSTRG.1497.3 chr15 73344072 73597552 + 253481 1.687043 0.5536086 0.7757917 8.6441023 75.7452 2.508312E-16 1.503226E-15
MSTRG.1497.4 chr15 73344771 73597546 + 252776 1.687042 0.5512066 0.7755435 8.6435663 75.37671 3.008605E-16 1.768281E-15
MSTRG.1497.5 chr15 73344771 73597546 + 252776 1.687042 0.5512066 0.7755435 8.6435663 75.37671 3.008605E-16 1.768281E-15
MSTRG.1497.6 chr15 73344772 73597552 + 252781 1.687042 0.5512066 0.7755435 8.6435663 75.37671 3.008605E-16 1.768281E-15
MSTRG.1497.7 chr15 73344772 73597552 + 252781 1.687042 0.5512066 0.7755435 8.6435663 75.37671 3.008605E-16 1.768281E-15
MSTRG.1497.8 chr15 73344817 73597547 + 252731 1.687042 0.5512066 0.7755435 8.6435663 75.37671 3.008605E-16 1.768281E-15
MSTRG.1508.1 chr15 74732963 74819052 + 86090 -0.4713489 -0.6870332 -0.7831006 7.7838877 16.90242 0.0007401614 0.001384598
MSTRG.1510.4 chr15 74753636 74773737 + 20102 -0.5163808 0.2239348 -0.05947574 4.830932 5.34095 0.1484671 0.183128
MSTRG.1518.2 chr15 75494231 75504476 + 10246 -0.6403469 -0.5688489 0.6133772 6.6524966 7.300947 0.0628997 0.08480033
MSTRG.1518.3 chr15 75494687 75504483 + 9797 -0.6421851 -0.6531372 0.6009971 6.623848 7.642238 0.0540142 0.07415656
MSTRG.1524.5 chr15 75287901 75313836 + 25936 5.299997 -0.9076146 -0.4725242 9.0097148 549.7632 7.820721E-119 5.561836E-117
MSTRG.1524.6 chr15 75287901 75313823 + 25923 5.299997 -0.9076146 -0.4725242 9.0097148 549.7632 7.820721E-119 5.561836E-117
MSTRG.1525.6 chr15 75315917 75342073 + 26157 -0.5110765 0.06880187 0.3594807 5.1693872 8.850933 0.03133989 0.04496547
MSTRG.1527.1 chr15 75351435 75377639 + 26205 -0.3221049 -0.7586329 0.1088221 4.6224532 6.188708 0.1027816 0.1315657
MSTRG.1528.1 chr15 75352635 75412561 + 59927 -0.04166012 -0.3910677 0.2015028 5.4840167 3.37322 0.3375811 0.3821859
MSTRG.1529.1 chr15 75383697 75389089 + 5393 0.8620058 -0.1772224 0.3927547 3.2527583 7.03069 0.07092599 0.09457537
MSTRG.1532.1 chr15 75010888 75031780 + 20893 -0.3033961 3.308437 -0.3387106 6.0839843 54.91313 7.165502E-12 3.270075E-11
MSTRG.1534.1 chr15 75019005 75022174 + 3170 -0.8626424 -0.01705768 -0.8783525 3.6991431 11.64834 0.008690211 0.01372359
MSTRG.1534.2 chr15 75019871 75022064 + 2194 -0.8439477 0.02236757 -0.748121 3.6169621 9.998869 0.01857576 0.02775306
MSTRG.1534.3 chr15 75019871 75022064 + 2194 -0.8439477 0.02236757 -0.748121 3.6169621 9.998869 0.01857576 0.02775306
MSTRG.1534.4 chr15 75019934 75020845 + 912 -0.1103113 -1.156022 -0.173411 2.4548762 4.354928 0.2256011 0.2651901
MSTRG.1534.5 chr15 75020606 75022174 + 1569 -1.021809 -0.1827717 -0.8840398 3.6182416 12.4745 0.005922505 0.009594278
MSTRG.1549.1 chr15 75180268 75180936 + 669 0.4726392 2.219582 0.778095 2.3994316 24.23144 2.234934E-05 5.180045E-05
MSTRG.155.1 chr15 28617545 28685861 + 68317 -0.1450221 0.6659807 -0.6287102 4.8468365 6.433712 0.09231373 0.1194368
MSTRG.1550.1 chr15 75182331 75190569 + 8239 -0.3469377 -0.592252 -1.406133 7.458503 29.05664 2.178887E-06 5.799945E-06
MSTRG.1550.6 chr15 75182364 75190548 + 8185 -0.3478188 -0.5967575 -1.417999 7.4555194 29.38222 1.861254E-06 4.994949E-06
MSTRG.1552.1 chr15 76080774 76080977 + 204 -0.1063277 0.2316611 -0.2151601 1.3495782 0.3999814 0.9402463 0.9462338
MSTRG.1557.1 chr15 76039222 76049206 + 9985 -0.4607549 -0.1158863 -0.7026184 8.1910813 9.013556 0.0291112 0.04198449
MSTRG.1559.1 chr15 75616790 75647595 + 30806 -0.07896527 0.1142979 0.4656944 7.8802007 5.154019 0.1608603 0.1970123
MSTRG.1559.12 chr15 75640098 75647595 + 7498 0.8857953 0.701873 1.816962 6.6020131 19.35712 0.0002306356 0.0004646469
MSTRG.1559.13 chr15 75640115 75647592 + 7478 0.8857978 0.6921794 1.816967 6.6002311 19.39741 0.0002262496 0.0004564573
MSTRG.1559.14 chr15 75640115 75647592 + 7478 0.8857978 0.6921794 1.816967 6.6002311 19.39741 0.0002262496 0.0004564573
MSTRG.1559.2 chr15 75638164 75647595 + 9432 0.9357615 0.7468053 1.757406 6.7164869 24.96084 1.573432E-05 3.740297E-05
MSTRG.1559.3 chr15 75638491 75647595 + 9105 0.942093 0.7463319 1.76547 6.7134909 25.33905 1.311454E-05 3.156219E-05
MSTRG.1559.4 chr15 75638491 75647595 + 9105 0.942093 0.7463319 1.76547 6.7134909 25.33905 1.311454E-05 3.156219E-05
MSTRG.1559.5 chr15 75638491 75647595 + 9105 0.942093 0.7463319 1.76547 6.7134909 25.33905 1.311454E-05 3.156219E-05
MSTRG.1559.6 chr15 75638491 75647595 + 9105 0.942093 0.7463319 1.76547 6.7134909 25.33905 1.311454E-05 3.156219E-05
MSTRG.1559.7 chr15 75639033 75647595 + 8563 0.9411886 0.7587691 1.776711 6.7084853 24.69131 1.791383E-05 4.216124E-05
MSTRG.1559.8 chr15 75639033 75647595 + 8563 0.9411886 0.7587691 1.776711 6.7084853 24.69131 1.791383E-05 4.216124E-05
MSTRG.1560.1 chr15 75628256 75650390 + 22135 -0.4306816 -0.2935158 0.1705402 8.3599382 6.220002 0.1013837 0.1301065
MSTRG.1560.2 chr15 75628330 75632611 + 4282 -0.7323064 -0.1101294 -0.5043743 6.9268066 8.328361 0.03969124 0.05591368
MSTRG.1565.1 chr15 75719447 75852137 + 132691 0.6246279 0.8799963 0.5794622 8.0658969 16.01577 0.001125571 0.002032507
MSTRG.1565.10 chr15 75763119 75851527 + 88409 0.720399 1.286699 0.6188526 7.2271535 26.57606 7.223924E-06 1.802601E-05
MSTRG.1565.11 chr15 75764527 75797833 + 33307 0.7836597 0.5659431 0.6341213 5.7519925 7.790741 0.05054033 0.06974631
MSTRG.1565.12 chr15 75773977 75797834 + 23858 0.8715821 0.7234643 0.6564145 5.2574877 8.50419 0.03666367 0.05185411
MSTRG.1565.13 chr15 75774043 75851762 + 77720 0.7612904 1.429167 0.6523818 7.0275567 29.81461 1.509699E-06 4.108345E-06
MSTRG.1565.14 chr15 75795290 75851509 + 56220 0.8157379 1.59426 0.6412319 6.7018594 33.60965 2.395069E-07 7.237791E-07
MSTRG.1565.15 chr15 75795290 75851750 + 56461 0.8169325 1.600558 0.6430794 6.7050441 34.09452 1.892218E-07 5.812882E-07
MSTRG.1565.2 chr15 75719447 75852137 + 132691 0.6246279 0.8799963 0.5794622 8.0658969 16.01577 0.001125571 0.002032507
MSTRG.1565.3 chr15 75719447 75797833 + 78387 0.6212658 0.4059913 0.5756353 7.4372111 7.238631 0.06466847 0.08704743
MSTRG.1565.4 chr15 75719447 75797193 + 77747 0.6127256 0.4107509 0.563026 7.4178274 6.924779 0.07433436 0.09835184
MSTRG.1565.5 chr15 75727786 75775146 + 47361 0.5040306 0.3150605 0.4606278 7.0912112 3.657014 0.3009616 0.3436455
MSTRG.1565.6 chr15 75727793 75797834 + 70042 0.5754647 0.3687571 0.5049298 7.374146 5.875935 0.1178048 0.1492497
MSTRG.1565.7 chr15 75732219 75774625 + 42407 0.5593302 0.3659591 0.5225868 7.0347784 4.260268 0.2346968 0.2745959
MSTRG.1565.8 chr15 75733106 75797833 + 64728 0.5941233 0.4018161 0.5251342 7.3516531 6.261082 0.09957632 0.127941
MSTRG.1565.9 chr15 75736939 75797834 + 60896 0.61611 0.4163346 0.5649564 7.3179382 6.76258 0.07986275 0.1050476
MSTRG.1567.1 chr15 75779213 75817835 + 38623 0.9709615 1.89345 0.9592837 6.5464515 44.15032 1.4022E-09 5.361278E-09
MSTRG.1569.1 chr15 75817988 75855157 + 37170 0.6842655 1.512608 0.29136 5.249186 33.76947 2.216095E-07 6.749521E-07
MSTRG.157.1 chr15 28650664 28651931 + 1268 -0.4079618 1.041725 -1.682051 3.0776063 9.344802 0.02504104 0.0365925
MSTRG.1571.1 chr15 75876871 75921050 + 44180 0.1671944 0.5783327 -0.1488417 7.1357358 10.97971 0.01183611 0.01831207
MSTRG.1572.1 chr15 75901972 75909844 + 7873 0.7789527 0.6784933 0.3124831 4.3970637 6.358742 0.09540299 0.1230606
MSTRG.1575.1 chr15 76145411 76234873 + 89463 -0.7082784 -0.7988683 -0.6575931 8.5501817 20.34176 0.0001441908 0.000298092
MSTRG.158.1 chr15 28663067 28670045 + 6979 0.9475904 0.852482 0.9493425 1.7825277 1.769475 0.6215998 0.6555528
MSTRG.1581.1 chr15 76336896 76375256 + 38361 0.553858 0.1916319 0.5517623 3.8139378 2.272368 0.5178351 0.5569958
MSTRG.1583.1 chr15 76352259 76497275 + 145017 0.7561205 0.2375738 0.7591172 5.7088246 11.40932 0.009706462 0.01521582
MSTRG.1583.2 chr15 76352259 76497275 + 145017 0.7561205 0.2375738 0.7591172 5.7088246 11.40932 0.009706462 0.01521582
MSTRG.1584.1 chr15 76409238 76475787 + 66550 1.512027 0.1196756 1.123588 4.1462571 23.33346 3.440918E-05 7.768463E-05
